Blog Category,Blog Title,Blog Catchphrase,Blog Link,Author Name,Thumbnail Link
Body Positivity,Jada Sezer on redefining the body positivity space and the beauty products she can’t live without,She’s the body positivity energy we all need.,https://www.glamourmagazine.co.uk/article/jada-sezer-body-positivity-interview,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/6138956aa35312eec2783483/4:3/w_1600%2Cc_limit/shutterstock_editorial_10217715n_sf_sq.jpg
Shopping,This brand new British label will be all over your Instagram feed this winter,"Exclusive, fairly priced, fighting fast fashion... sign us up.",https://www.glamourmagazine.co.uk/gallery/palones-fashion-brand,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138991bd22f06d735f76fc8/4:3/w_1600%2Cc_limit/eniswardrobe_sq.jpg
Designer Fashion,These are officially the hottest fashion brands in the world right now,How many do you own?,https://www.glamourmagazine.co.uk/gallery/lyst-popular-fashion-brands-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138991a2bec5fcec32c15b8/4:3/w_1600%2Cc_limit/gettyimages-1132859947_sq.jpg
Halloween,8 celeb-inspired easy Halloween costumes that are SO simple to re-create,We already can't wait.,https://www.glamourmagazine.co.uk/gallery/easy-halloween-costumes-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138978f2677a6ca5ae34692/4:3/w_1600%2Cc_limit/screen.jpg
Shopping,The midi dresses fashion editors are buying this autumn for those days where we don't fancy getting our knees out,We're not always mini-skirt-ready.,https://www.glamourmagazine.co.uk/gallery/best-midi-dresses,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613896b630654311017f6a7e/4:3/w_1600%2Cc_limit/img_0383_sf_sq.jpg
Shopping,The 10 pieces GLAMOUR's Fashion Editor is buying from Zara's epic new campaign collection,We're predicting some quick sell-outs.,https://www.glamourmagazine.co.uk/gallery/zara-autumn-winter-2019-collection,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613897f4a8f6b78280dd72e5/4:3/w_1600%2Cc_limit/look4-look4st_sf_sq.jpg
Sustainability,Here’s where to find the best vintage jeans online,,https://www.glamourmagazine.co.uk/gallery/best-vintage-jeans-on-etsy,Tara Gonzalez ,https://media.glamourmagazine.co.uk/photos/6138964e2b5bbea008291fa9/4:3/w_1600%2Cc_limit/gettyimages-1180798302_sq.jpg
Halloween,The best Stranger Things costume ideas for Halloween,Stranger Things costumes are going to be huge for Halloween...,https://www.glamourmagazine.co.uk/gallery/stranger-things-costume-ideas-for-halloween,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/61389562e2e190b1f7b26300/4:3/w_1600%2Cc_limit/st_105-106_unit_2870_r_crop_l_sf_sq.jpg
Fashion Trends,Influencers are obsessed with this new outerwear trend for autumn,We're 100% on board.,https://www.glamourmagazine.co.uk/gallery/brown-coats-and-jackets,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613897b75ebdbf876576b0ae/4:3/w_1600%2Cc_limit/brittanybathgate_sq.jpg
Activism,"'We hope the UK implements similar legislation', says PETA as California becomes first US state to ban animal fur products",Major.,https://www.glamourmagazine.co.uk/article/california-bans-fur,Bianca London ,https://media.glamourmagazine.co.uk/photos/613898abaa3b5acf3b0dbe58/4:3/w_1600%2Cc_limit/shutterstock_editorial_10143964ad_sf_sq.jpg
Rihanna,A Fenty fashion pop-up has just opened for the first time in the UK,From Paris to London.,https://www.glamourmagazine.co.uk/article/fenty-fashion-pop-up-london,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/613897b14c8f4b78b7c62d61/4:3/w_1600%2Cc_limit/fenty.jpg
Sustainability,This wardrobe staple is killing the planet and you’re probably wearing them right now,Jeans may have a straight-forward look but the processes that go into making them are anything but basic.,https://www.glamourmagazine.co.uk/article/jeans-environmental-impact,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613898beba092ab636a10ba3/4:3/w_1600%2Cc_limit/gettyimages-1179324490_sf_sq.jpg
Weddings,Ten things every bride needs to know before buying her wedding dress,The ultimate bride guide.,https://www.glamourmagazine.co.uk/article/what-to-know-before-buying-a-wedding-dress,Glamour ,https://media.glamourmagazine.co.uk/photos/61388aeb30654311017f5c8b/4:3/w_1600%2Cc_limit/gettyimages-670894458_sf_sq.jpg
Sustainability,The GLAMOUR team take on the '30 wears challenge' and here's how we got on...,"At the end of the GLAMOUR task of wearing our wardrobe more, check out who nailed the #30wearschallenge and who ‘could try harder’.",https://www.glamourmagazine.co.uk/article/glamour-30-wears-challenge-month-one,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/61388f4369a8a3323e6d7671/4:3/w_1600%2Cc_limit/pastedgraphic-1_sf.jpg
Fashion Trends,5 Fashion Editor-approved ways to wear this season's boldest floral print trend,Not all florals are easy...,https://www.glamourmagazine.co.uk/article/floral-fashion-trend-autumn-2019,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613896a870a13dae5bdea84e/4:3/w_1600%2Cc_limit/gettyimages-1177370656_sf_sq.jpg
Shopping,Mulberry's Iris tote is the new IT bag that millennial fashion fans are racing to get their hands on,And you can personalise it in so many ways.,https://www.glamourmagazine.co.uk/article/mulberry-iris-bag,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613894993335302f7261ac57/4:3/w_1600%2Cc_limit/290d24bc-5461-4b33-a5f2-3aecdb93f5e2_sq.jpg
Shopping,"Over 2,000 of River Island's super-flattering denim jackets have sold in the last 48 hours... and it's just been restocked(!)",We'll race you...,https://www.glamourmagazine.co.uk/article/river-island-denim-jacket-puff-sleeves,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613890addc58bfe816d38e00/4:3/w_1600%2Cc_limit/themumlife_styled_sq.jpg
Fashion Week,11 trends we'll all be wearing now that autumn has officially arrived,Bring. It. On.,https://www.glamourmagazine.co.uk/gallery/autumn-winter-2019-fashion-trends,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61388ae91145ea59e77e590b/4:3/w_1600%2Cc_limit/gettyimages-1130143292_sq.jpg
Fashion Trends,Argyle knits is the knitwear trend everyone is going to be wearing this winter,We're not kidding...,https://www.glamourmagazine.co.uk/gallery/argyle-knits-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613898445341d7d4e342b405/4:3/w_1600%2Cc_limit/gettyimages-841018046_sf_sq.jpg
Netflix,Netflix-inspired Halloween costumes that will have people saying 'I wish I'd thought of that!,Even one night away from it is too much...,https://www.glamourmagazine.co.uk/gallery/netflix-halloween-costumes,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613898c5aa3b5acf3b0dbe72/4:3/w_1600%2Cc_limit/cas_119_unit_00776rc3_sq.jpg
Fashion Trends,Ruffles are a huge trend this autumn - here are the pieces our Fashion Editor has got her eye on,We are 100% on board.,https://www.glamourmagazine.co.uk/gallery/ruffles-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613896ae6c53c747be7bcb72/4:3/w_1600%2Cc_limit/look1-look1_sf_sq.jpg
Fashion Trends,How corduroy made its way back into the fashion world's good books,Don't knock it till you've tried it.,https://www.glamourmagazine.co.uk/gallery/corduroy-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613898ae70a13dae5bdea98b/4:3/w_1600%2Cc_limit/suits-mango-galmour_5dec18_default.jpg
Fashion Trends,This classic shoe trend is finally back on the map (and you've probably already got them!),After spending seasons in the square-toe's shadow...,https://www.glamourmagazine.co.uk/gallery/pointed-toe-shoe-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138959b4501b1fdc56ba326/4:3/w_1600%2Cc_limit/pepamack.jpg
Fashion Trends,How your most overlooked accessory just became your wardrobe's secret weapon,And you probably already own several.,https://www.glamourmagazine.co.uk/gallery/waist-belt-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613891ee2677a6ca5ae3426d/4:3/w_1600%2Cc_limit/gettyimages-1177666480_sf_sq.jpg
Fashion Trends,'Clashing checks' is the new print trend that street style stars are obsessed with,Here's how to wear it...,https://www.glamourmagazine.co.uk/gallery/clashing-checks-fashion-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138992a3bf019dd1568784a/4:3/w_1600%2Cc_limit/gettyimages-1178764815_sf_sq.jpg
Fashion Trends,These are the 11 oversized bags persuading the fashion set to ditch their impractical minis,Finally!,https://www.glamourmagazine.co.uk/gallery/oversized-bags-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138969aba092ab636a10a1e/4:3/w_1600%2Cc_limit/tineandreaa.jpg
Celebrity Fashion,Hailey Bieber: The girl who grew up on the red carpet and became a fashion icon,We chart the best looks of this rising it-girl so far...,https://www.glamourmagazine.co.uk/gallery/hailey-baldwin-style-file-look-book-fashion-outfits,Glamour ,https://media.glamourmagazine.co.uk/photos/61388d35ba092ab636a1031d/4:3/w_1600%2Cc_limit/shutterstock_editorial_10428754l_p_sf_sq.jpg
H&M,H&M just revealed its major Giambattista Valli collab collection in full - here are the 10 pieces our Fashion Editor will be racing out to buy,The launch date has also been announced...,https://www.glamourmagazine.co.uk/gallery/giambattista-valli-h-and-m-collection,Charlie Teather Bianca London ,https://media.glamourmagazine.co.uk/photos/61388d889734ef64a15ee2b7/4:3/w_1600%2Cc_limit/herodefault_sf_sq.jpg
Shopping,We're calling it - this Topshop teddy will be the most popular coat of the season,Is it bad that we're loving this cold weather?,https://www.glamourmagazine.co.uk/gallery/teddy-coats-we-love,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613891b63335302f7261aa73/4:3/w_1600%2Cc_limit/screen.jpg
Louis Vuitton,"Louis Vuitton’s SS20 show fused music, art, film and fashion to give us a magical end to fashion month",Nicolas Ghesquiere gave us his singular vision of retro-futurism that GLAMOUR is totally here for.,https://www.glamourmagazine.co.uk/article/louis-vuitton-ss20-show-report,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138988af5e39d30c69b35ef/4:3/w_1600%2Cc_limit/gettyimages-1178446451_l_sq.jpg
Chanel,Chanel's SS20 show was the dream of the chic Parisian ingenue made real (minus the surprising catwalk gatecrasher!),"The clothes were exquisite, obviously.",https://www.glamourmagazine.co.uk/article/chanel-ss20-show-report,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/61389642dc58bfe816d391e6/4:3/w_1600%2Cc_limit/ch1.jpg
Weddings,These are the hottest wedding dress labels that brides-to-be need to know about,"Fiancées, take note!",https://www.glamourmagazine.co.uk/article/wedding-dress-designers-and-labels-to-know,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/61389114a35312eec278317b/4:3/w_1600%2Cc_limit/wedding-dresses-square.jpg
Sustainability,The simple sewing hacks everyone needs to know for a more sustainable wardrobe,So handy!,https://www.glamourmagazine.co.uk/article/the-sewing-book-alison-king-extract,Kathryn Blundell ,https://media.glamourmagazine.co.uk/photos/613891225737943865217af8/4:3/w_1600%2Cc_limit/gettyimages-88305897_sf_sq.jpg
Jeans,M&S' £29.50 jeans have sent shoppers into a frenzy because they're so damn flattering,'Quite possibly the best jeans I've ever bought.',https://www.glamourmagazine.co.uk/article/marks-spencer-jeans-sculpt-and-lift-super-skinny-jeggings,Bianca London ,https://media.glamourmagazine.co.uk/photos/613897656c53c747be7bcbdc/4:3/w_1600%2Cc_limit/marksandspencer_charlotte_sf.jpg
Dior,Dior's Paris Fashion Week show sent a loud environmental action message and we're so here for it,"No frivolous props, these, each tree had their own QR code so you could see where they were going to end up.",https://www.glamourmagazine.co.uk/article/dior-ss20-paris-fashion-week,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/6138996470a13dae5bdeaa08/4:3/w_1600%2Cc_limit/gettyimages-1170717799_sf_sq.jpg
Bags & Handbags,Chanel's new It bag is here and it's the ultimate companion for Gen Z and Millennial fashion fans,Need.,https://www.glamourmagazine.co.uk/article/chanel-19-handbag,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613895f22b5bbea008291f63/4:3/w_1600%2Cc_limit/visuel-entree_sf_sq.jpg
Ralph Lauren,Ralph Lauren just launched a Rachel Green collection to celebrate the 25th anniversary of Friends,"She is an ex-employee, after all...",https://www.glamourmagazine.co.uk/article/ralph-lauren-rachel-green-collection,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613894ba2b5bbea008291e7c/4:3/w_1600%2Cc_limit/file_6182001_14740_969_c8be9c63_sf.jpg
Sustainability,The brands making recycling fashionable,It’s no longer enough to regurgitate catwalk - or high street clothes - in a shoot.,https://www.glamourmagazine.co.uk/article/best-recycled-fashion-brands,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613896262b5bbea008291f86/4:3/w_1600%2Cc_limit/gettyimages-650141726_sf_sq.jpg
Rihanna,Rihanna's Savage X Fenty lingerie show streamed on Amazon and it's all the empowering viewing you need today,"Yas, Rih!",https://www.glamourmagazine.co.uk/article/rihanna-fenty-ss20-show,Bianca London ,https://media.glamourmagazine.co.uk/photos/61389661d22f06d735f76df0/4:3/w_1600%2Cc_limit/gettyimages-1169216865_sf_sq.jpg
Fashion Week,How London Fashion Week attempted to tackle the big sustainability issue,11 million garments end up in landfill every week.,https://www.glamourmagazine.co.uk/article/london-fashion-week-ss20-sustainability,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613895a870a13dae5bdea795/4:3/w_1600%2Cc_limit/gettyimages-1174611978_sf_sq.jpg
H&M,H&M’s latest conscious collection celebrates their 10 years committed to sustainability,"Think glitz, splendour and sophistication.",https://www.glamourmagazine.co.uk/article/h-m-conscious-collection-aw19,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/613890492b5bbea008291b26/4:3/w_1600%2Cc_limit/1160a_05a_sq.jpg
Love Island,"'Being a gentleman is cool': Ovie Soko on chivalry, fashion and life after Love Island",The Love Island star has collaborated with ASOS.,https://www.glamourmagazine.co.uk/article/ovie-soko-asos-collection,Bianca London ,https://media.glamourmagazine.co.uk/photos/613894f570a13dae5bdea6ff/4:3/w_1600%2Cc_limit/ovie_glamour_16sept19_asos_ovie_ek_0647_square.jpg
Fashion Week,Roland Mouret gave us a catwalk casting that actually felt diverse at London Fashion Week,"Modest silhouettes, gender fluid dressing, a body-positive message.",https://www.glamourmagazine.co.uk/article/roland-mouret-ss20-show-report,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/61389697e2e190b1f7b263d7/4:3/w_1600%2Cc_limit/gettyimages-1174824208.jpg
Feminism,GLAMOUR and Heist are hosting an exciting shapewear panel debate and you're all invited,You don't want to miss it.,https://www.glamourmagazine.co.uk/article/heist-shapewear-event-2019,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138969faa3b5acf3b0dbce6/4:3/w_1600%2Cc_limit/original_glamour_16sept19_original_square.jpg
Shopping,The mini bags we're happily losing all sense of practicality for this autumn,Who thought a bag could be SO cute?,https://www.glamourmagazine.co.uk/gallery/mini-bags-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613898d21145ea59e77e67b2/4:3/w_1600%2Cc_limit/micro-nags-square.jpg
Zara,Zara's autumn boot collection is here and our Fashion Editor is obsessed,Step to it.,https://www.glamourmagazine.co.uk/gallery/zara-boots-aw19,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613894192b5bbea008291e08/4:3/w_1600%2Cc_limit/screen.jpg
Milan Fashion Week,Street style from Milan Fashion Week has finally persuaded us to put down the floral dresses,Things are getting a whole lot chicer.,https://www.glamourmagazine.co.uk/gallery/street-style-milan-fashion-week-ss20,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138988a54a5dc97887e84e3/4:3/w_1600%2Cc_limit/gettyimages-1175839410_sq.jpg
Celebrity Weddings,The best celebrity wedding attendee attire,Celebs negotiate the sartorial minefield of wedding style...,https://www.glamourmagazine.co.uk/gallery/celebrity-wedding-attendee-attire,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/6138955b8cb9467036e0e790/4:3/w_1600%2Cc_limit/gettyimages-1156114136_p_sf.jpg
Fashion Week,GLAMOUR hit London Fashion Week to capture the very best street style this season,Serving up the looks.,https://www.glamourmagazine.co.uk/gallery/london-fashion-week-street-style-ss20,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/61388e238cb9467036e0e26d/4:3/w_1600%2Cc_limit/lfw-streetstyle_glamour_16sept19_square.jpg
Sustainability,Is sustainable fashion the preserve of the rich? One writer shares her view...,The sustainability call to arms is yet to filter its way down effectively.,https://www.glamourmagazine.co.uk/article/susie-hasler-sustainable-fashion-high-street,Susie Hasler ,https://media.glamourmagazine.co.uk/photos/61388ed970a13dae5bdea256/4:3/w_1600%2Cc_limit/shauniemaker_sq.jpg
Gucci,Gucci is going carbon neutral in a groundbreaking move,Luxury fashion is getting eco-conscious.,https://www.glamourmagazine.co.uk/article/gucci-goes-carbon-neutral,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/6138979630654311017f6aef/4:3/w_1600%2Cc_limit/gucci_glamour_13sept19_gettyimages-963758060_square.jpg
Fashion Week,Extinction Rebellion tell GLAMOUR about their activist Fashion Week plans,Fashion's faux-pas.,https://www.glamourmagazine.co.uk/article/extinction-rebellion-london-fashion-week-ss20,Lottie Winter ,https://media.glamourmagazine.co.uk/photos/6138938e6c53c747be7bc95a/4:3/w_1600%2Cc_limit/extinctionrebellion_glamou_13sept19_gettyimages-1163450768_square.jpg
Beauty News,Slick Woods has launched a jewellery line to help fund minority-owned businesses,Female boss inspiration all day long.,https://www.glamourmagazine.co.uk/article/slick-woods-c1v1l-jewellery-line,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/613896b12bec5fcec32c1435/4:3/w_1600%2Cc_limit/slickwoods_glamour_13sept19_getty665114120_1174335355_square.jpg
Shopping,"Cult LA label, Reformation, has finally opened shop in the UK",TAKE OUR MONEY.,https://www.glamourmagazine.co.uk/article/reformation-uk-stockists,Bianca London ,https://media.glamourmagazine.co.uk/photos/6138972ad22f06d735f76e7a/4:3/w_1600%2Cc_limit/reformation_sq.jpg
Zara,So it looks like Zara's red leopard-print dress is the season's answer to the polkadot version,It's happening...,https://www.glamourmagazine.co.uk/article/zara-red-leopard-dress-aw19,Bianca London ,https://media.glamourmagazine.co.uk/photos/613897915ebdbf876576b090/4:3/w_1600%2Cc_limit/2183252600_1_1_1_p_sf.jpg
YouTube,YouTube has launched a fashion channel and it looks epic,Listen up...,https://www.glamourmagazine.co.uk/article/youtube-slash-fashion,Millie Feroze ,https://media.glamourmagazine.co.uk/photos/61389719dc58bfe816d3927b/4:3/w_1600%2Cc_limit/headshot.jpg
Empowerment,"'Don’t change yourself, change the game': Model Halima Aden on finding her voice",The model has joined the Pandora Muses campaign.,https://www.glamourmagazine.co.uk/article/halima-aden-pandora-muses-interview-2019,Josh Smith ,https://media.glamourmagazine.co.uk/photos/613894f454a5dc97887e8282/4:3/w_1600%2Cc_limit/shot_04_183_argb_high_sf_l_sq.jpg
Fashion,"As the second-hand fashion market experiences a £187m boom, here's how you can give up fast fashion",It's all about the vintage.,https://www.glamourmagazine.co.uk/article/how-to-give-up-fast-fashion,Georgina Wilson-Powell ,https://media.glamourmagazine.co.uk/photos/613892b1d22f06d735f76b36/4:3/w_1600%2Cc_limit/gettyimages-888019344_sf_sq.jpg
Careers,"Here is the back to work inspiration you need, courtesy of the founder of the billion-dollar luggage company loved by the A-list",And she did it in JUST three years!,https://www.glamourmagazine.co.uk/article/jennifer-rubio-away-interview,Josh Smith ,https://media.glamourmagazine.co.uk/photos/613895f769a8a3323e6d7b54/4:3/w_1600%2Cc_limit/away.jpg
Fashion,Rihanna slays in leopard print for the latest Savage X Fenty collection,Leopard print lingerie just got a whole lot cooler.,https://www.glamourmagazine.co.uk/article/rihanna-savage-x-fenty-leopard-leggings,Lauren Burvill ,https://media.glamourmagazine.co.uk/photos/6138964a3335302f7261ad84/4:3/w_1600%2Cc_limit/screen.jpg
Weddings,Ellie Goulding tied the knot over the weekend and surprised everyone with her wedding dress choice,Even pop stars want to look modest on their wedding day,https://www.glamourmagazine.co.uk/article/ellie-goulding-wedding-dress-chloe,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613896322677a6ca5ae3458f/4:3/w_1600%2Cc_limit/gettyimages-1171353307_sq.jpg
Lingerie,Matching your bra to your cardigan is actually a thing (it's called bra-digan),Don’t tell granny.,https://www.glamourmagazine.co.uk/article/bradigan-matching-bra-cardigan-trend,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/6138962caa3b5acf3b0dbc95/4:3/w_1600%2Cc_limit/unnamed_p_sf_sq.jpg
Lingerie,This is the inclusive lingerie (and swimwear!) brand influencers are obsessed with right now,Any excuse to update our underwear.,https://www.glamourmagazine.co.uk/article/elomi-lingerie-fuller-figure,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613894d35341d7d4e342b1a2/4:3/w_1600%2Cc_limit/tanya_gouraige.jpg
Fashion Trends,How the 'curated ear' overtook tattoos as the fashion world's favourite rebellious statement,Here are the 7 ways to perfect the art...,https://www.glamourmagazine.co.uk/article/curated-ear-trend,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613890aeba092ab636a105e1/4:3/w_1600%2Cc_limit/screen.jpg
Meghan Markle,Meghan Markle's charity clothing collection is here,Need.,https://www.glamourmagazine.co.uk/gallery/meghan-markle-smart-works-fashion-line,Bianca London ,https://media.glamourmagazine.co.uk/photos/613891305341d7d4e342af25/4:3/w_1600%2Cc_limit/gettyimages-1158324066_sf_sq.jpg
Shopping,Topshop just launched its new Boutique collection and our Fashion Editor wants the lot,Bring on autumn.,https://www.glamourmagazine.co.uk/gallery/topshop-boutique-aw19-collection,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613890a6ba092ab636a105db/4:3/w_1600%2Cc_limit/topshop.jpg
New York Fashion Week,28 of our favourite street style moments from New York Fashion Week,All the early-autumn style inspo we needed.,https://www.glamourmagazine.co.uk/gallery/street-style-new-york-fashion-week-ss20,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138979054a5dc97887e8444/4:3/w_1600%2Cc_limit/gettyimages-1173498427_sf_sq.jpg
Marks & Spencer,Here's what the GLAMOUR team is snapping up from M&S' incredible AW19 collection,We'll take the lot.,https://www.glamourmagazine.co.uk/gallery/marks-spencer-aw19-collection,Bianca London ,https://media.glamourmagazine.co.uk/photos/61389172d22f06d735f76a5f/4:3/w_1600%2Cc_limit/00374_shot05_320_f3_p_sf_sq.jpg
Shopping,The 9 outfits our Fashion Editor is shopping from the Tommy Hilfiger x Zendaya autumn collection,It launches next week.,https://www.glamourmagazine.co.uk/gallery/tommy-hilfiger-zendaya-autumn-2019-collection,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613897ccfe678a516c68310e/4:3/w_1600%2Cc_limit/screen.jpg
Kim Kardashian,Kim Kardashian has officially renamed her shapewear line,,https://www.glamourmagazine.co.uk/article/kim-kardashian-renames-her-shapewear-line,Ana Colon ,https://media.glamourmagazine.co.uk/photos/61388f4786dcf24018f4a731/4:3/w_1600%2Cc_limit/screen.jpg
Designer Fashion,These are the top 5 luxury fashion items with the highest resale value,"Sorry, how much?!",https://www.glamourmagazine.co.uk/article/top-5-luxury-fashion-resale,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/613896ae5ebdbf876576b00e/4:3/w_1600%2Cc_limit/gettyimages-1166881707_sf_sq.jpg
High-Street,This £25.99 Amazon midi dress is all over Instagram and influencers are obsessed,#Amazonnightgown,https://www.glamourmagazine.co.uk/article/amazon-r-vivimos-midi-dress,,https://media.glamourmagazine.co.uk/photos/613896a04c8f4b78b7c62cb5/4:3/w_1600%2Cc_limit/jesskeys_.jpg
Meghan Markle,Meghan Markle just wore an £85 shirt by a British designer that everyone is obsessed with,Linen dreams.,https://www.glamourmagazine.co.uk/article/meghan-markle-with-nothing-underneath-shirt,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/613897604c8f4b78b7c62d2c/4:3/w_1600%2Cc_limit/screen.jpg
High-Street,Rosie Huntington-Whiteley owns this £12.99 Zara top in three colours and we need it in our lives,We're stealing her style.,https://www.glamourmagazine.co.uk/article/rosie-huntington-whiteley-zara-top-three-colours,Judy Johnson ,https://media.glamourmagazine.co.uk/photos/613895afdc58bfe816d39185/4:3/w_1600%2Cc_limit/screen.jpg
Sustainability,Why Taylor Swift's 'Lover' merch will be her most stylish (and sustainable!) yet,She's collaborating with one of the world's chicest designers.,https://www.glamourmagazine.co.uk/article/taylor-swift-stella-mccartney-lover-collaboration,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138963f1145ea59e77e65f0/4:3/w_1600%2Cc_limit/screen.jpg
Fashion Trends,The newspaper print trend is actually a thing and influencers are obsessed,Read all about it.,https://www.glamourmagazine.co.uk/article/newspaper-print-fashion-trend,Judy Johnson ,https://media.glamourmagazine.co.uk/photos/6138a8c1aa3b5acf3b0dc818/4:3/w_1600%2Cc_limit/kyliejenner_sq.jpg
H&M,H&M’s newest collaboration with Richard Allan drops on Thursday and it's Sixties chic,Oh yes.,https://www.glamourmagazine.co.uk/article/richard-allan-hm-collection,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/613893e6a8f6b78280dd702d/4:3/w_1600%2Cc_limit/9richard.jpg
Models,"Duckie Thot on diversity in beauty, her favourite mascara, and more","Plus, how she shows up to shoots looking so awake even when she's been travelling nonstop.",https://www.glamourmagazine.co.uk/article/duckie-thot-diversity-in-beauty-interview,Jessica Chia ,https://media.glamourmagazine.co.uk/photos/613891ef236c41e831489395/4:3/w_1600%2Cc_limit/gettyimages-1156298688_sf_sq.jpg
Rihanna,Rihanna shows off her sexy curves in new saucy Savage x Fenty lingerie campaign pictures,It’s getting hot in here.,https://www.glamourmagazine.co.uk/article/rihanna-new-savage-x-fenty-lingerie-campaign,Annabelle Spranklen ,https://media.glamourmagazine.co.uk/photos/613897de4501b1fdc56ba4a8/4:3/w_1600%2Cc_limit/rihanna.jpg
Latest Fashion,"Every influencer's favourite brand, Ganni, has opened its first UK store in London",We'll see you in the queue...,https://www.glamourmagazine.co.uk/article/ganni-uk-store-london-opening,Kiran Meeda ,https://media.glamourmagazine.co.uk/photos/613893d054a5dc97887e81bd/4:3/w_1600%2Cc_limit/gan_london-store_11931_l_sf_sq.jpg
Fashion Trends,This is the little-known fashion brand every cool girl (and Rihanna!) is wearing on Instagram RN,Want.,https://www.glamourmagazine.co.uk/article/nanushka-fashion-brand,Alexandra Fullerton ,https://media.glamourmagazine.co.uk/photos/61388e1be2e190b1f7b25d9c/4:3/w_1600%2Cc_limit/unnamed_sq_p_sf_sq.jpg
Weddings,"From trainers to sandals, here's our ultimate edit of the best flat wedding shoes that you could actually run down the aisle in","It's worth getting married just for the shoes, no?",https://www.glamourmagazine.co.uk/gallery/flat-wedding-shoes,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/613896999734ef64a15ee9a8/4:3/w_1600%2Cc_limit/gettyimages-861256224_sf_sq.jpg
Shopping,10 late summer pieces on Revolve that our Fashion Editor is snapping up pronto,Summer only ends if you let it.,https://www.glamourmagazine.co.uk/gallery/revolve-summer-2019-fashion-editor-picks,Charlie Teather ,https://media.glamourmagazine.co.uk/photos/6138955ae2e190b1f7b262f4/4:3/w_1600%2Cc_limit/songofstyle.jpg
Events,We created a safe space for that Zara spotty dress in aid of free periods,Everyone's gone dotty for the spotty dress.,https://www.glamourmagazine.co.uk/gallery/zara-spotty-dress-hot-4-the-spot-free-periods-event,Chloe Laws ,https://media.glamourmagazine.co.uk/photos/61389669e2e190b1f7b263b9/4:3/w_1600%2Cc_limit/hot4thespot-giles.jpg
